,X,votes.funny,votes.useful,votes.cool,user_id,review_id,stars,date,text,type,business_id
1123921,1123921,0,0,0,IKO583kZ2e2Xz8RYbBB4Zg,XtZVRNu7lFGZJvKCFq-tIA,5,1/27/2010,"After reading so many rave reviews this place, I was a bit skeptical on my first visit a couple of weeks ago.  I was also slightly intimidated, as I'd never had Vietnamese-American food before -- a glaring omission in my culinary education -- but the concepts of meat and veggies on a baguette and noodle soup are so deeply ingrained into my consciousness that I was excited to try a different cultural twist on the familiar.  I was absolutely not disappointed; I tried the banh mi (#2) and my dining companion had pho, and we were both incredibly happy eaters.  The owner was personable and very excited about his food -- his passion for what he does is obvious both in conversation and simply in dining.  The only negative part of the meal was our server, a surly woman who toed the line of outright rudeness throughout our visit.  

Nonetheless, I intend to go back tonight, and often in the future.  Crappy service doesn't even begin to phase me with food this good.",review,lmDV-oW_dNn8kGHBbuNzXg
1148176,1148176,0,2,2,_r8vGOF3c-ogwC_WgKQtIQ,BODbF2czUObRh-FU9sJYnw,4,6/20/2009,"This place is pretty cute, good happy hour prices (4-7, 9-close), and tasty food. I had never had vietnamese before, and I was pleasantly surprised. The wait staff is a bit annoying (they kept coming to the table every 2-3 minutes or so), but other than that, definitely a good find.

The only weird thing is if you sit in the back area of the restaurant on the right, you look into a grocery store with bright lights and shoppers...it's a bit odd for a nicely appointed little restaurant.",review,JLnK5f6Y-YFWI2N2DBrKXw
1189075,1189075,0,0,0,A-OdXIgDywoBDKaBIqmXrw,Ddcw29MKFv8wfWPvoKJY7w,5,8/8/2013,"One of the best under $25 meals we had during our week in Vegas. Our first time eating Vietnamese, and we were very pleased. Very tasty, the on the table hot sauces were full of flavor. We both left stuffed and will be back.",review,HOrfsgClwysVlDv1Vp7PIg
1190868,1190868,0,1,0,6QhWTugzBJ3cdv2N4WZcSA,ARisRmTdGknUM18mXtvJTA,4,5/15/2012,"I had never had Vietnamese food before, so I was excited to try something. Our server wasn't going to be any help with suggestions, she said it was her first day and she seemed awfully clueless. We asked her about the bubble tea and she had no idea what I was talking about. So we just picked something and tried it, pork and vermicelli. It was really tasty. 

I also ordered bubble tea, the honeydew flavor, and my husband got the Japanese green tea. They have a real bubble tea machine, with the sealer and everything. The bubbles are the perfect consistency, easy to chew without being chewy and a tad sweet. Both teas tasted great. The only strange thing is that you have to go to the takeout side of the restaurant to order your bubble tea. They really ought to just have that available for order if you are sitting down to eat as well.

Would love to try it again.",review,2EEmhVhG5SCt8dEo5zf-Hg
1190892,1190892,0,0,0,fTg6Rz2Rs1LLYN_U7TJbcQ,LBt8ENDOAT-AgtikA1wURQ,3,4/8/2013,"This was my first experience with Vietnamese food. I do love most ethnic food I try and I'd been wanting to try Vietnamese for a while. 

When we arrived at the restaurant I noticed it had that same hole-in-the-wall neighborhood ethnic food atmosphere. Nothing fancy. We were seated immediately. After reading the menu about 50 times I asked our server what he suggested for someone who'd never had Vietnamese food before. He suggested #9 the Pho Tai (beef eye round noodle soup).  

We ordered the quail to start and it was delicious. The spices on it were just right and the skin was crisp and had a sweet caramelized bbq flavor. Of course since it was quail the portion was tiny, but the flavor and moistness were perfect. 

When I got my pho I struggled to eat it with chopsticks. An art I still haven't mastered. Forks were not provided and I didn't want to be rude and ask for one so I just dealt. 

The broth was okay. It seemed sort of bland, even after I added quite a bit of torn fresh basil leaves and a squirt of lime. I also added sprouts, but that was all that came standard with this dish. I was hoping for a wider variety of veggies to add, there weren't any onions or chili peppers which I think would have helped. About halfway through the dish I ended up adding some hoisin sauce to give it more depth, but it only helped marginally. The portion size was good, though the amount of beef in the bowl was lacking. It had probably about 6 pieces the size of a quarter each. 

My fiancé ordered #29 com suon-bi-cha which was a grilled pork chip, ""shredded"" (more like small chunks) pork cook in a glaze, rice and a fried egg (even though it says quiche on the menu it was just an egg over medium). I tasted both preparations of pork and really enjoyed it. In fact I was a little disappointed that I hadn't ordered what he had because it was much more flavorful than my soup. 

I would be willing to go back and try another dish and see if the flavor was improved. The environment was nice, the service was prompt and friendly, and the food was average. I might add on more vegetables next time, maybe onions and mushroom if they have it, and maybe try a pho with a different beef preparation. 

Also, Pittsburgh legend Rick Sebak came in for dinner while we were there and that made me happy.",review,2EEmhVhG5SCt8dEo5zf-Hg
1190923,1190923,2,2,1,2Az24juAhTJtmlqr5UWXSQ,wiOcgT7s_80-sFslqMmFgA,4,6/11/2015,"After reading all of the reviews on here I wanted to try this place for myself.  I consider myself pretty adventurous when it comes to food and I'll try just about anything once, so it surprised me when I realized that I had never had Vietnamese cuisine before.
 
Upon reviewing the menu, I was very thankful that they include descriptions of the dishes under each entrée. I settled on the Bun Cha Thit Nuong  which was described as having charbroiled pork with bean sprouts, lettuce, herb, cucumber & peanuts on vermicelli with a crispy spring roll.  Grilled Pork and veggies; how could you go wrong?  About five minutes later I had my ""Bun Cha"" in front of me.  Here's where I discovered my ignorance.... I swirled my chop stick around the noodles ensuring to include a nice piece of pork  and when I tasted it I found, to my surprise, that it was cold.  Very tasty mind you but cold.  I'm at least proud of the fact that instead of immediately calling the nice lady who waited on me over, I had the good sense to Google what it was that I was eating.
 
It turns out that Wikipedia described my dish exactly how it was served to me: ""Bún tht nng (literally means ""rice noodles [with] grilled meat"") is a popular Vietnamese cold rice vermicelli noodle dish topped with grilled pork, fresh herbs like basil and mint, fresh salad and bean sprouts, and ch giò (spring rolls)."" Yes, the good folks at Vietnam's Pho do indeed serve up authentic dishes. Although it wasn't what I expected at first, I did find the meal very enjoyable and I look forward to coming back and trying other Vietnamese cuisine here.",review,2EEmhVhG5SCt8dEo5zf-Hg
1203695,1203695,5,13,10,4ozupHULqGyO42s3zNUzOQ,ga9LnekjBp1JaTs1vda1tg,4,6/19/2011,"For a year, I passed by Pho Thanh every day on my way to work. For a year, I never thought once to step inside. For a year, I had no idea how much I was missing out! 

This visit was a visit of firsts. My first time at this restaurant and my first time eating Vietnamese food. Both were spectacular! This restaurant isn't much to look at on the outside, but it's got everything it needs on the inside including friendly staff, cheap prices and delicious dishes. 

I will admit that the menu is completely overwhelming for a newbie like me. I had no idea what I wanted, but luckily I was dining with pros so they guided me in the right direction. I started with the spring rolls and opted for a pork bun. The spring rolls were really refreshing and I enjoyed the peanut sauce to accompany it. I wasn't a huge fan of the basil and/or cilantro that came inside, so next time I would ask for them to leave the herbs out. The bun was delicious and huge! I snuck some of my remaining peanut sauce in there and poured in the sauce that came with it. I had no idea that it was fish sauce but I'm glad I didn't because I gave it a chance and really liked it! The bun had pork, noodles and eggs rolls. I only ate about half of it and was completely stuffed but not in a bad way. It was the perfect amount of food with the right spices and heartiness. As I enjoyed my meal and company, I looked around and noticed how crowded this place gets with every walk of life!

Guess how much my bill was for spring rolls, bun and a diet coke? Around $8-$10. I'm serious! For the price alone, I will return, but for the food and friendly service, I will return sooner.",review,yVQiGdxmnrkJDyQXv2maNA
1224724,1224724,0,0,0,5_ORj0RQo0puGPQaBpB_SA,eyZaVdA92QUsgJa_bpHYng,5,7/20/2010,This was my first time eating Vietnamese food. The food was amazing and the restaurant was very clean. The service was awesome! I would definitely recommend this place.,review,3OauvrqUU8nDLWcW6q9hGQ
1424076,1424076,1,1,1,mQPKJCeKAr37kfcc4i4JfQ,nVxLGlPoIMArLaFY1qLScA,4,7/24/2015,"Great place.
Quick, efficient, cheap and quite good. 

I've never had Vietnamese Bahn Mi so I don't have a reference point. I will say that their vegetarian sub with tofu, carrots and mushrooms was incredible. Flavourful, not too dry and grilled to the right temperature. 

The service was really quick and polite. 

If you're looking for a quick lunch - this is your place.",review,Oz0agVuMzxkb4FOZAgetRQ
1449427,1449427,0,0,0,THt8baq2SpigWz8TXDfn8Q,Pkg4fVSIgqT4z0vy5PySHQ,4,11/1/2011,Never had Vietnamese food before but the stir fry with rice noodles was really good.,review,3mEOCjX7s9mW4QUMqAAyOA
1463150,1463150,0,0,0,I2sRZAN-pAq7VLRhFvFPCw,sLuNc5aB7y8TDWbZSFvnYw,4,11/25/2012,"On our last night in Vegas, before driving home, the Boyfriend and I were trying to decide where to eat.  We were tired and hungry and sitting in the hallway to the parking lot of Paris.  We turned around and saw a poster for SEA directly above our heads.  Something in my mind clicked and I realized that this was the sister restaurant for SEA in New York which was featured in Sex & the City but also, more importantly, for one of my favorite scenes in one of my favorite movies of all time: Garden State.  ""umm...we're a Vietnamese restaurant?  We don't serve bread?""  ""Can I get something to chew on?  F***, bamboo.  Whatever.""

So it was decided that we would go to SEA for our final meal that weekend in Vegas.

I'd never had Vietnamese food before, so I stuck to my old standby, shrimp red curry and sticky rice, from the Thai said of the restaurant.  The shrimp was well cooked and the curry flavorful.  BF went for a Vietnamese noodle dish with steak.  Mine was very very good, however, the Vietnamese dish was outstanding.  I totally wished I'd gotten the same thing.  The noodles were delicate and the steak supremely flavorful and tender.

The atmosphere is great--I absolutely love sitting along the water, facing the statue.  I thought I would just explode quoting Garden State throughout dinner.  My one issue was that the lighting was dim and pleasant, but that there was no curtain separating the glaring kitchen lights from the rest of the eating area, some what taking away the dream light atmosphere.

Best of all, it didn't totally break the bank and was a truly delicious and memorable meal.  I love finding places like this along the strip!",review,_Q4VSHSr8ryAOfmsd9g6yA
1683253,1683253,0,2,2,aURI0HiwVpWq9e8M__WPAA,nXcFT128yox2oaGZtMp4mQ,5,1/22/2014,"I read through these reviews and it is ""Typical Yelp""  We all know that this is just a rant session for morons that have nother better to do.  Whether THEY felt the server was un-attentive or didn't get their meal in(what THEY felt) was a reasonable time.  Some people just like to be disrespectful because they are simply miserable people :-(

Now for my review!   

PHO SERVED TIL 2AM?   25 BEERS ON TAP!!   AWESOME!!!!!!!!

I have been going to Pho Cao since it opened almost 2 years ago!  I have never had bad service there, unless it was busy.  Even then, Having worked in the service industry for years, I understand when there is a dinner rush or a busy event going on, a server can get a ton of requests all at once.  The fact is, most folks throughout these reviews are inexperienced diners and don't understand the  concept of (sometimes when the wait staff is taking care of quite a few people, you may not get your extra basil in the 30 second time frame you expect)!!!!

I have never had Vietnamese cuisine before so i was skeptical.  To my surprise,  I LOVE IT!  My favorite dishes are the Rare Beef Pho and the Shaken Beef Entree ( i don't eat fish)   They are always prompt with service and the food is always piping hot!  If I ever need more basil, I just ask for it, not complain on Yelp about getting too little. LOL!

The bartender has always been friendly to me.  Generous Pours and great specials too!

They have Karaoke Wed, Thurs, and Friday and there are lots of great singers!  The stage is great an the Plush Leather VIP sofas are a nice touch for comfort!  They have a great lighting and sound system that makes you feel like you are the lead singer in a band!   

If you aren't into Vietnamese cuisine,  they also have stuff like fries, wings and potstickers to munch on...  All quite good!!  Always hot and always fresh!

I would not only recommend Pho Cao for Lunch or Dinner, i would also say that the hospitality of their events like their blues jam and karaoke events is 2nd to none!  I am very defensive of this place because I know how passionate the owner is in making sure everyone is satisfied and happy!

I noticed someone writing a comment on the smell!  I know exactly what they are talking about!   Another Ignorant review!   In case nobody has noticed in the last year,  Tempe has been replacing sewer lines just north of loop 202 on scottsdale road, as well as along Gilbert Drive(pho cao's location)  Nobody wants to smell a funky odor when you are trying to dine, i understand that, but It isn't the restaurant's fault the air quality sucks.  Besides, Between the delicious smell of the kitchen, and the pleasant fragrances they burn, I've never had an uncomfortable dining experience there.   Any moron would recognize this is an air quality issue with only the city of Tempe to blame...  NOT the restaurant.   Once again, shows the intelligence of a Yelp Poster.  Shame on you!  :-P

Next time you have a issue here, just ask for the owner instead of crying on Yelp.  He has always been there when I have visited and always taken great care of me and my party!

ENJOY EVERYONE!!!  A+ Review!!!!",review,HRwqeCdIH5joMnirnqrV3A
1885144,1885144,0,1,0,swy0DD8renNQfhIidbbLhw,FHBHLzxLg2CJ_7CTjERRnA,4,7/18/2013,"food is very delicious, never had vietnamese food but i now find my self eating here everyday for lunch.",review,1ksEqDWneqp8vn1m2zSueg
1907742,1907742,0,1,0,Gll5xT6Gc-TpxI31k4H0rA,06-BWVlPlacPEiJGZUXTLw,3,8/2/2013,"The meat is seasoned so wonderfully, especially the beef in the #18! 

Kind of pricey considering the amount of food (ordered a rice plate- so scoop of rice and some meat), but of course it's Vegas and everything is more expensive! First time eating Vietnamese and it was a good introduction :)

Customer service was good- we didn't know what we were doing and when we ordered rice stick plates the hostess told us they were cold dishes, which we didn't want. She was able to recommend two other dishes similar to what we ordered originally but that were warm dishes served with rice.",review,Q8E7BaMD2g_-xCTcBK8Q8Q
1911926,1911926,0,0,0,gxGdcGKsWaxPXJ9OEHcBlw,Kd8UVOD1lECgcbMuutJTug,4,4/3/2014,"I love that this place is inside the LeeLee. I can get a bite to eat before I go shopping. 

I never had Vietnamese before going here so I can't really compare it to anything. All I can say is what I've had there has all been very good. I especially love the spring rolls. The prices are very reasonable. I've been there a few times now and always see the same people working there so I'm guessing it's a owned by a small family. I'm all about supporting small business!

The only not-so-great thing I've run into there is that they have a couple of duck dishes on their menu but every time we've been there, they don't have duck. Which is a little odd to me because LeeLee sells whole duck (at a reasonable price too!). I don't understand why they have it on the menu if they're not actually going to have it available. 

But that small confusion aside, I've found it a decent place to grab a bite to eat that isn't deep-fat-fried and swimming in sugar. For the sugar, I suggest you go to the teashop right next door (also in LeeLee) and grab one of their fruit smoothie boba teas. Yum!",review,3Wxp8wNfUuYUohTpNMLotQ
1995675,1995675,0,0,0,J_zjm7GP97uINrlyoHrLvA,OlqShxw31T9ckjf3w9TVXQ,1,2/3/2014,"If you've never had viet food before you might not realize how bad the food is here.  The Pho broth has a funny aftertaste and the banh mi bread is not fresh or typical french baguette. They also forgot the bean sprouts/basil, sriracha/hoisin sauce to boot on my to go order. I gave them several chances since they opened but it has gotten worse over time. The only positives was their grand opening prices, but that too is gone.  Unless something changes, they wont be here in 18 months either. 

1 block away is Pho Saigon near Greenland. $1 more, but way way better value and taste.",review,qXR2sJSNBwJCD6TQQPDrpQ
1996761,1996761,0,0,0,uFedFP4YmCSg9DeZ47F0sA,NfW3aUXn1QAVUNJJ_K_i9A,5,1/3/2014,"I could hardly wait to get home and write this review. My wife asked if I wanted to go to this new place call Spring Roll Factory and I agreed thinking we were going for Chinese food.  As we are walking in she told me it was Vietnamise food. I was a little worried as I had never had Vietnamese food. As soon as we walked in the two owners greeted us and asked if it was our first time. They explained the menu and gave us some suggestions. We ordered a bowl of Pho, an order of pork spring rolls, and a rice plate with chicken. I loved the Pho! Very tasty noodle soup. The rice plate with chicken was great with the fish sauce and the spring rolls were pretty good. I like them with the peanut sauce better than the fish sauce.  We also got the free egg roll with the sweet and sour sauce and it was AWESOME, the sweet and sour sauce is FANTASTIC! We are definitely hooked and will be back.",review,Y8OPM6aiLoGEQc6OXhnR8A
1996769,1996769,0,0,0,WJnqJZ8U9dygrEZejHdv-g,StDtkuje8em2ToZitqQGSQ,5,1/25/2014,"My husband and I visited because we have never eaten Vietnamese food before. The staff was amazing! We met the chef, had Beef Pho and Shrimp Spring Rolls, everything was delicious and fresh. We will definitely be back!",review,Y8OPM6aiLoGEQc6OXhnR8A
1996807,1996807,1,3,2,UiVAEleTqyjEdAzOkVvTVg,PcxpewjW2GANiQn7mQJQNg,5,5/31/2014,"Awesome Vietnamese food! I never had Vietnamese food before. It was delicious! ! Great flavors and spectacular hospitality from the owner Richard. You have to try the Pho soup and Spring Rolls, Potstickers and Chicken sandwich. The Chicken sandwich was the bomb. It has marinated vinaigrette vegetables with chicken. The flavors of the chicken and vegetables are just so compatible with each other. There is a surprising crunch that will make your mouth water for more.",review,Y8OPM6aiLoGEQc6OXhnR8A
2082474,2082474,0,0,1,JsM7X5QrL6fcLmt8YrgGfw,RyJcCo8bSUaFFJY2egyPzA,5,1/31/2015,"Never had Vietnamese food before, but I have to say it was extremely tasty. I went in and ordered pho to go and began talking to the staff about what their suggestions were and I am so glad I did. I can't wait to go back there later this week because everything I had was so full of flavor. Pleasantly surprised :)",review,47bimRPTRW5AipXRwfVA1A
2112151,2112151,0,1,1,xmpNnfZ9ugzcTlxKx1I1Sg,b6A6GB2fCn3iUAI-bWxAFw,5,5/27/2015,"I've never had Vietnamese food before, but this place is amazing.  I got the P2 (it's the beef pho with noodles) and it was delicious!!  I got it to go, so it came disassembled, for me to throw all the ingredients in together when I got home.  It was cool to throw together and watch the beef cook in the broth.  So fresh and tasty!  I highly recommend this place!",review,g4lTsPZiSM4VqrhJiaNkRA
2112169,2112169,0,2,1,tPz6J4xuAE6TfgwskHCbeg,ONYomNF53th9TzwKddQ1jw,4,9/7/2015,"On Saturday, September 5th my family and I went to AZ Pho Grill. AZ Pho Grill is a Vietnamese restaurant located in southeast Chandler. It was in a small complex hidden in the back area of the plaza.  As we walked in, it was very quiet and not a lot of people eating. There was music playing that seemed to be of Vietnamese decent.  It was very light and relaxing. We were waited on by an energetic young lady who was friendly and helped answer questions that we had regarding this type of food. Looking at the menu was definitely an eye opener because my family and I have never eaten Vietnamese food before. After about twenty minutes and many questions asked, we all decided what we would like to try and eat. 

     My dad ordered an appetizer for all of us to share. It was called AZ Pho and Grill's Sampler. It came with egg rolls, spring rolls, and coconut shrimp (two of each) served with sweet and sour sauce, fish sauce, and peanut sauce. The egg rolls seemed to taste similar to Chinese egg rolls while the spring rolls were wrapped in a clear skin filled with what seemed to be fresh vegetables and shrimp.  The coconut shrimp were deep fried to perfections with just a slight taste of coconut. My favorite had to be the spring rolls dipped in sweet and sour sauce. Once we finished the appetizer, we all ordered something different. My mother ordered Grilled Chicken Rice Plate that had tomatoes cucumbers and carrots on the side. The chicken was thinly cut and grilled. My father ordered Quang-Nam Noodle, which came with yellow rice noodles marinated in yellow and green curry, pork, chicken, shrimp and quail eggs. There were two quail eggs so my dad and I both tried it. Biting into it, it was very squishy and tasted like a hard-boiled egg. My brother ordered chicken fried rice that contained large chunks of chicken accented with mint. A basic dish, yet very tasty and filling.  I ordered Grilled Shrimp, Chicken, and Egg Roll Vermicelli Bowl which contained rice noodles topped with fish sauce poured over the shrimp and chicken. The words ""fish sauce"" brought an immediate visualization of an oily sauce with fish parts in it.  It was a delicious light sweet (with a little tang) sauce that would taste wonderful on any dish. I tried a little bit of everyone's plate and I would have to say the Grilled Chicken Rice Plate had to be my favorite. 

     All in all, this cultural event was a very good experience and something I am glad I tried. It made me go out of my comfort zone and try foods that I wouldn't have tried on a normal basis. I am very glad I got to share a different culture's food with my family. It was a good experience. The workers were very knowledgeable and gave our family great customer service. As we got up to leave, the workers all waved us goodbye and said they hoped to see us soon.",review,g4lTsPZiSM4VqrhJiaNkRA
2145504,2145504,0,0,0,wcDjPNCV_IHwMr4gshRHgQ,-39XL2IoBxYJXEp4ldqJjA,5,10/29/2015,"Never had Vietnamese food?  Not necessarily adventurous?  Me neither.  Sandwiches are fun, unique and very fairly priced.  Fresh ingredients, excellent quality of product and breads, fantastic flavor profiles that you'll crave the next day.",review,Dy7TJMsjsxMLmXPY4kNmcg
